user_id,recipe_id,rating,u,i,is_rating_above_aveage,
33186,535233,0,6658,164370,0,Training
2002015205,501497,5,6663,149256,1,Training
1873232,518460,2,6666,100683,0,Training
44830,67728,5,6669,10155,1,Training
283899,145859,5,6670,62675,1,Training
1553575,469663,4,6671,165483,1,Training
473149,3345,4,6672,3599,1,Training
35179,102005,5,6676,71898,1,Training
138183,88230,4,6679,174697,1,Training
111075,341156,5,6684,173282,1,Training
768661,328423,5,6685,17959,1,Training
785389,279015,5,6686,147088,1,Training
325354,205937,5,6687,57944,1,Training
345731,362705,3,6688,161885,0,Training
306657,362296,4,6689,152628,1,Training
577107,249192,5,6690,97454,1,Training
848957,108713,5,6692,173751,1,Training
542881,431477,5,6693,153784,1,Training
53448,353486,5,6696,173285,1,Training
437767,142634,2,6698,157535,0,Training
314785,293868,5,6699,168085,1,Training
1421392,439656,4,6700,95071,1,Training
15718,40239,1,6701,74012,0,Training
16501,103549,5,6702,127940,1,Training
740619,81866,5,6704,164766,1,Training
289003,158438,5,6709,63965,1,Training
1193582,235414,4,6710,172125,1,Training
243941,230318,5,6711,105666,1,Training
572691,34309,5,6714,21358,1,Training
1247181,406931,5,6715,171782,1,Training
242250,271260,5,6717,176984,1,Training
157806,65862,5,7229,126304,1,Training
90838,279816,3,6718,156301,0,Training
577640,252821,5,18809,91857,1,Training
179222,378105,5,6719,152117,1,Training
137081,411847,5,6722,157154,1,Training
593780,326115,5,6723,53410,1,Training
355148,78527,5,6724,73263,1,Training
927541,273230,5,6725,64146,1,Training
374241,175674,5,6727,80468,1,Training
1743422,454146,5,6731,123091,1,Training
1800068686,528131,3,6733,3836,0,Training
2371734,528131,1,6943,3836,0,Training
30435,122927,5,6735,21583,1,Training
329333,193267,3,6736,61621,0,Training
216165,230109,5,6737,165839,1,Training
233775,47864,5,6745,78416,1,Training
497805,227380,5,6747,152299,1,Training
418128,358337,0,6749,80587,0,Training
2612687,489391,5,6751,157133,1,Training
888475,242974,5,8394,87487,1,Training
908029,148548,5,6753,175001,1,Training
446297,273326,5,6754,120052,1,Training
440562,191274,4,6759,50900,1,Training
38261,191274,5,12406,50900,1,Training
28553,418008,5,6760,139316,1,Training
293001,239507,5,6761,166450,1,Training
951737,414658,5,6767,158192,1,Training
63026,52902,1,6768,28472,0,Training
260289,148256,5,6769,12842,1,Training
410005,148256,2,13787,12842,0,Training
931656,376337,4,6771,69063,1,Training
172256,215170,5,6773,112051,1,Training
54573,134958,5,6774,148988,1,Training
486680,448293,4,6775,148124,1,Training
536866,311497,5,6776,164693,1,Training
528197,460527,4,6777,174761,1,Training
1141384,384886,4,6778,151326,1,Training
570625,318070,5,6779,166146,1,Training
811911,262073,4,6780,49093,1,Training
133339,83222,3,6781,118148,0,Training
720932,340096,5,6783,94723,1,Training
1306757,175033,5,6785,3712,1,Training
870755,176657,5,6784,160712,1,Training
355420,261227,5,6786,81326,1,Training
438296,258938,5,6788,158737,1,Training
181319,118149,5,6790,78011,1,Training
30594,37506,5,6793,39912,1,Training
41201,37506,5,17976,39912,1,Training
71463,98663,5,6795,94255,1,Training
371740,150644,2,6797,24627,0,Training
51185,101478,4,6798,106854,1,Training
15645,24773,4,6800,3748,1,Training
24670,65072,3,6801,45604,0,Training
65933,204919,5,6802,166912,1,Training
112561,89717,3,6803,149728,0,Training
190230,96513,4,6804,174208,1,Training
98511,372387,5,6806,23521,1,Training
236556,141064,4,6809,171377,1,Training
603831,250662,4,6810,147614,1,Training
252409,71800,3,6811,89790,0,Training
476190,277867,5,6812,88659,1,Training
51842,277867,5,20052,88659,1,Training
448204,313269,5,6813,174643,1,Training
446804,228191,4,6816,117937,1,Training
483510,310133,5,6818,162272,1,Training
112111,70143,3,6819,75616,0,Training
815968,160435,4,8987,122538,1,Training
371844,160435,5,22784,122538,1,Training
1275931,383165,5,6820,165151,1,Training
244809,268173,5,6822,151236,1,Training
365178,268173,1,8760,151236,0,Training
180789,3969,4,6825,121028,1,Training
43846,29825,4,6826,144264,1,Training
41529,29825,0,8149,144264,0,Training
128703,75959,5,6828,127903,1,Training
727685,251985,5,6829,72194,1,Training
230502,115917,4,6832,177104,1,Training
106205,154893,5,6835,102352,1,Training
1226398,367183,0,6837,155563,0,Training
2000045537,510670,5,6838,168890,1,Training
27926,275738,5,6839,154917,1,Training
425559,273907,5,6841,138740,1,Training
613495,471660,5,6842,54668,1,Training
138551,88137,4,6843,57784,1,Training
1350389,26464,5,6845,169237,1,Training
250427,290440,4,6847,162888,1,Training
347025,290440,5,9774,162888,1,Training
140372,385146,5,6848,24151,1,Training
197433,209203,1,6850,168888,0,Training
533326,380725,5,6851,33527,1,Training
135863,100874,5,6853,144069,1,Training
230834,182445,5,6854,134681,1,Training
478599,267734,4,6855,174121,1,Training
134164,78329,5,6856,126957,1,Training
407283,99876,5,6858,104205,1,Training
229668,99876,5,16988,104205,1,Training
310800,432177,5,6860,3801,1,Training
48388,249606,5,6861,178221,1,Training
18510,27840,4,6862,147502,1,Training
181601,87998,5,6863,163363,1,Training
173522,9011,4,6864,8128,1,Training
288535,9011,5,10912,8128,1,Training
688606,339140,5,6868,87768,1,Training
1773580,339140,5,11917,87768,1,Training
517709,141550,5,6869,58828,1,Training
331972,141550,5,23469,58828,1,Training
1145720,383159,5,6870,157669,1,Training
141654,259785,3,6873,139659,0,Training
28846,21924,4,6874,174295,1,Training
55827,64737,5,6875,169530,1,Training
23463,438687,5,6879,177054,1,Training
213864,124533,4,6882,70271,1,Training
285041,189322,5,6888,59112,1,Training
577908,189923,3,17418,133761,0,Training
133865,404591,5,6893,174283,1,Training
128646,103093,5,6894,158270,1,Training
467243,103093,5,14797,158270,1,Training
100337,58334,5,6895,69459,1,Training
425008,43996,5,6896,153516,1,Training
687419,276541,4,6898,165027,1,Training
2000877950,276541,5,16739,165027,1,Training
470799,22503,5,6899,176423,1,Training
584134,118695,5,6900,70621,1,Training
320870,384440,3,6902,86996,0,Training
1602625,384440,2,23493,86996,0,Training
587892,256239,5,6903,66492,1,Training
183684,108913,5,6904,131685,1,Training
569632,143386,5,6908,162711,1,Training
247802,107276,4,6909,137603,1,Training
425731,254553,5,6911,126826,1,Training
1215910,413499,5,6914,91278,1,Training
47761,256668,5,6915,78776,1,Training
899585,70818,5,12966,78207,1,Training
111313,102397,2,6929,139092,0,Training
146965,13882,4,6931,167957,1,Training
58469,90285,5,6932,64842,1,Training
173399,108824,2,6933,162494,0,Training
96955,134847,4,6936,152668,1,Training
171683,491603,5,6937,167297,1,Training
52528,36900,5,6938,168188,1,Training
246674,118062,4,6940,160446,1,Training
1038853,57240,3,6941,3825,0,Training
894764,306083,4,6942,26267,1,Training
55017,45879,5,6944,176738,1,Training
519118,324488,0,6945,144642,0,Training
342546,119296,5,6946,81409,1,Training
1416682,257534,5,6949,3850,1,Training
76475,329722,5,6952,3852,1,Training
1049057,378116,5,6955,81113,1,Training
214034,139190,5,6961,5793,1,Training
200822,13986,4,6962,57718,1,Training
97950,256750,4,6965,71607,1,Training
336177,242108,0,6966,127456,0,Training
128227,298121,5,6969,80581,1,Training
508148,182769,4,6974,108982,1,Training
22504,151674,5,6975,119380,1,Training
714956,257119,5,6976,91412,1,Training
506345,42383,5,6979,129833,1,Training
983723,183,5,6980,146744,1,Training
115523,194559,5,11233,16139,1,Training
1833270,194559,5,15501,16139,1,Training
1595619,417203,4,6984,16306,1,Training
354881,480126,5,6988,161932,1,Training
50551,58583,5,6990,177728,1,Training
2335569,238895,4,18452,93470,1,Training
628674,191158,5,6991,154508,1,Training
87563,15586,5,6993,167567,1,Training
127120,86190,4,6994,152268,1,Training
2001040295,400953,5,6996,176907,1,Training
185365,96597,5,6997,76053,1,Training
855713,111197,5,6998,127959,1,Training
299418,111197,5,24952,127959,1,Training
255179,443339,5,7000,159804,1,Training
637719,78618,5,7002,100870,1,Training
293566,263251,4,7003,54842,1,Training
2000112226,263251,5,21968,54842,1,Training
237624,143597,5,7004,118921,1,Training
1450612,81979,5,7005,151324,1,Training
1060995,481345,5,7008,98507,1,Training
427101,243586,4,7009,165809,1,Training
261363,171931,3,7011,108750,0,Training
752155,280825,5,7014,143299,1,Training
198228,140723,5,7015,160840,1,Training
1052207,29603,5,9963,155286,1,Training
46513,31845,5,7016,164960,1,Training
654929,132360,5,7019,13418,1,Training
652568,200469,5,7020,167394,1,Training
472052,207226,5,7023,174345,1,Training
477205,207226,5,7469,174345,1,Training
120566,102434,4,7024,178022,1,Training
829616,207638,5,7025,46881,1,Training
112385,86642,4,7026,124716,1,Training
417600,70921,5,7028,64753,1,Training
345318,277188,2,7030,102837,0,Training
63807,47861,5,7031,159933,1,Training
185229,223950,5,7033,61500,1,Training
530520,223950,5,21917,61500,1,Training
668110,220966,5,18435,105306,1,Training
456982,141514,3,7034,136206,0,Training
341634,91818,5,7035,67929,1,Training
765469,91818,5,23979,67929,1,Training
401886,318966,4,7036,121007,1,Training
1356721,187309,5,7039,163975,1,Training
52228,48079,5,7040,110061,1,Training
51655,26713,5,7041,76713,1,Training
94600,249646,5,7042,14107,1,Training
591314,140474,5,7043,165335,1,Training
129924,76791,5,16278,41811,1,Training
165082,209254,4,7044,141584,1,Training
782064,141546,4,7045,143876,1,Training
1824868,431803,5,7048,114996,1,Training
314830,87012,5,7049,148934,1,Training
433046,310042,5,7053,128163,1,Training
101896,34268,5,7054,3956,1,Training
21853,18683,4,7055,80329,1,Training
88826,65682,0,7057,52376,0,Training
141610,260597,4,7059,170027,1,Training
954555,413338,5,7063,173176,1,Training
444607,38514,5,7065,138462,1,Training
407781,56973,3,7067,64244,0,Training
184891,56973,5,8636,64244,1,Training
158375,147792,5,7070,65957,1,Training
272731,230467,3,7071,154006,0,Training
808535,13529,2,7072,101522,0,Training
1242099,386256,4,7073,169011,1,Training
60385,54204,5,7074,168154,1,Training
111336,26083,3,7075,115708,0,Training
223896,122954,5,7078,164801,1,Training
168771,168783,4,7081,175757,1,Training
1322865,337599,5,7082,3992,1,Training
430579,108528,2,7083,85959,0,Training
1091748,278849,0,7084,162235,0,Training
1097313,175211,5,7085,137741,1,Training
1424670,291085,5,7087,169693,1,Training
317367,98112,5,7088,102903,1,Training
2367537,377055,5,7089,167574,1,Training
765619,399580,5,7091,133703,1,Training
917666,112720,5,7093,101238,1,Training
464626,112720,3,9699,101238,0,Training
84660,112720,5,18079,101238,1,Training
179471,187148,0,7096,4011,0,Training
954468,190317,5,7099,62507,1,Training
594181,375085,5,7101,163658,1,Training
1466361,431817,5,7102,29474,1,Training
180506,278282,4,7103,93202,1,Training
46291,477562,0,7104,4023,0,Training
814473,18069,5,7105,89070,1,Training
931148,490634,5,7106,128365,1,Training
56535,45792,5,7108,7395,1,Training
83503,104408,5,7110,174327,1,Training
200339,113250,4,7112,162851,1,Training
264230,155985,4,10623,87553,1,Training
241872,141909,3,7113,91281,0,Training
643263,214352,4,7114,83263,1,Training
215083,104978,5,7115,4030,1,Training
499073,302924,5,7116,134693,1,Training
265102,172953,4,7117,114289,1,Training
28239,27634,5,7120,34571,1,Training
624345,92503,5,7121,60413,1,Training
4601,45041,5,7123,177267,1,Training
114213,13609,5,7124,102119,1,Training
19152,374431,5,7126,125517,1,Training
17206,79377,5,7129,79006,1,Training
115321,100492,0,7132,28000,0,Training
129217,111766,5,7133,162680,1,Training
237875,111766,5,19092,162680,1,Training
129577,73520,4,7134,153552,1,Training
628393,65637,5,7135,169793,1,Training
168167,99406,5,7138,111760,1,Training
328099,99406,5,10291,111760,1,Training
181805,99406,4,15219,111760,1,Training
157588,99406,5,17712,111760,1,Training
578055,318617,5,7139,148267,1,Training
1257238,319882,5,7140,162092,1,Training
113535,342473,5,7141,12136,1,Training
92913,288922,5,7143,134039,1,Training
188305,203480,5,7144,120682,1,Training
109312,73874,5,7145,74839,1,Training
87870,119630,5,7147,164512,1,Training
194829,38325,5,7148,174915,1,Training
55392,11403,5,7153,109532,1,Training
2357331,11403,5,13317,109532,1,Training
718022,178223,5,7160,166507,1,Training
73988,68058,4,7161,90404,1,Training
695102,158632,5,7168,66555,1,Training
535516,355802,5,7169,68080,1,Training
318028,327854,5,7171,88414,1,Training
133547,271679,5,7173,142994,1,Training
104599,65774,2,7175,172935,0,Training
339255,65774,3,17443,172935,0,Training
1686460,457380,5,7176,174701,1,Training
378553,428458,0,7177,148900,0,Training
521359,63757,5,7183,88456,1,Training
733966,409715,5,7187,67417,1,Training
324433,318940,1,7189,87066,0,Training
1021631,380160,5,7195,168781,1,Training
420799,276993,5,7196,36298,1,Training
1725722,34254,5,7198,175474,1,Training
133407,111503,4,7201,4054,1,Training
285088,171279,5,14432,137563,1,Training
280605,247277,4,7202,172915,1,Training
1033400,352889,5,7203,168377,1,Training
1775953,478273,5,7204,158474,1,Training
974459,361230,3,7205,4066,0,Training
533573,83538,5,7207,101747,1,Training
196248,70402,5,7210,42463,1,Training
1803316094,141569,5,21284,126747,1,Training
456116,182567,5,7211,148200,1,Training
230756,145609,5,7212,100532,1,Training
174547,145609,5,10385,100532,1,Training
216058,145279,5,7213,163274,1,Training
246881,247867,4,7215,4077,1,Training
26719,93474,5,7217,178101,1,Training
272300,97680,0,7221,159591,0,Training
136051,274436,3,7222,143151,0,Training
14823,85516,5,7223,176254,1,Training
269430,264565,5,15844,128144,1,Training
66322,191910,5,7224,162098,1,Training
208565,113982,5,7225,143685,1,Training
218516,132747,5,7231,157589,1,Training
240001,79076,4,7232,110038,1,Training
359121,118519,4,7233,73600,1,Training
440319,118519,5,18489,73600,1,Training
764804,315020,5,7241,40871,1,Training
304596,138557,3,7242,112796,0,Training
262090,105146,5,7243,170876,1,Training
252727,250203,5,7244,128348,1,Training
209152,168005,5,7246,151486,1,Training
1298498,105967,4,7247,171124,1,Training
765518,402533,5,7250,170650,1,Training
103849,96005,4,7253,152738,1,Training
520644,350784,4,7256,170074,1,Training
241241,156227,5,7257,41312,1,Training
287087,156227,4,21690,41312,1,Training
1139501,253649,4,7258,5355,1,Training
451319,493717,5,7260,138578,1,Training
233069,85660,5,7262,98264,1,Training
12467879,21358,5,7271,117166,1,Training
36670,21358,5,8113,117166,1,Training
287084,508341,4,9705,90645,1,Training
401138,446627,5,7273,163765,1,Training
276833,555,4,7274,143736,1,Training
271116,141169,5,7275,140857,1,Training
1191355,506187,3,7277,177147,0,Training
25267,9471,4,7278,86558,1,Training
339346,94275,4,7281,150517,1,Training
1224527,352013,5,7285,75194,1,Training
845315,13429,3,7286,131417,0,Training
919031,271995,0,7287,71609,0,Training
1088130,172462,5,7290,93965,1,Training
218742,130610,2,7291,159688,0,Training
538920,392382,4,7292,58379,1,Training
735767,349757,5,7294,135289,1,Training
335944,58906,4,7295,142751,1,Training
1013332,34439,4,7296,115535,1,Training
31272,54116,5,7297,120630,1,Training
29291,24969,5,7298,169013,1,Training
1634,82625,0,7299,171871,0,Training
37275,17474,5,7300,157722,1,Training
182312,514011,4,7301,119193,1,Training
98788,39241,5,7302,80177,1,Training
317712,50387,5,7303,147957,1,Training
240344,102831,4,7305,101407,1,Training
200554,102831,5,14389,101407,1,Training
104877,75171,5,7307,156796,1,Training
885967,197724,5,7308,123881,1,Training
134663,66753,5,7318,139322,1,Training
28442,80908,5,7319,166031,1,Training
166019,89917,5,7320,158233,1,Training
204153,188358,5,7321,63679,1,Training
536106,22370,5,7322,55367,1,Training
137666,83832,4,7324,4359,1,Training
355621,184756,5,7326,154864,1,Training
1001263,311403,5,7327,20856,1,Training
554138,209717,4,7328,177081,1,Training
1100313,397471,5,7329,163457,1,Training
144021,138222,5,7330,148328,1,Training
183524,272015,5,7332,90794,1,Training
198352,68696,4,7341,48407,1,Training
906061,158962,0,7343,173551,0,Training
1271914,339763,5,7346,147256,1,Training
340881,398300,4,7347,141819,1,Training
1173220,119775,4,7348,163117,1,Training
38643,247456,3,7349,169520,0,Training
225021,130313,5,7352,177695,1,Training
389683,333327,5,7353,125250,1,Training
9841,29198,4,7355,145080,1,Training
149002,84931,4,7357,64459,1,Training
22922,13439,5,7359,142833,1,Training
349819,183224,5,7361,146833,1,Training
690039,42283,0,7363,158053,0,Training
585796,42283,5,15063,158053,1,Training
878561,42283,5,17115,158053,1,Training
587784,42283,2,17841,158053,0,Training
559846,119170,5,7364,72921,1,Training
456799,170900,5,7365,149910,1,Training
723989,289372,5,7366,94324,1,Training
359724,143810,4,7368,168790,1,Training
401260,66259,5,7369,10972,1,Training
1881682,426590,5,19436,91923,1,Training
232031,42919,0,20759,130614,0,Training
60694,93257,5,7371,162466,1,Training
1802676284,176796,0,7373,118333,0,Training
429324,258748,5,7374,144217,1,Training
612142,258748,5,15338,144217,1,Training
187927,259460,4,7375,177108,1,Training
1681493,66972,0,7376,156272,0,Training
235528,219628,2,8439,92900,0,Training
314988,243979,5,7378,169759,1,Training
1932038,228914,2,7379,63719,0,Training
730251,228914,5,19501,63719,1,Training
828499,330992,5,7381,127917,1,Training
488454,276205,0,7382,4172,0,Training
715028,24560,5,7383,30585,1,Training
39329,34456,5,7384,122047,1,Training
140992,320410,1,7385,155398,0,Training
111163,132415,4,7386,133140,1,Training
857805,371865,5,7389,51996,1,Training
510209,167694,5,13101,124271,1,Training
1358412,167694,5,20877,124271,1,Training
257187,179582,5,7394,175484,1,Training
125601,8652,5,9264,103973,1,Training
5523,5038,5,7396,127467,1,Training
146884,89775,5,7397,133776,1,Training
49312,28874,5,7398,145666,1,Training
586286,268727,5,7400,79001,1,Training
14583,13690,4,7402,102473,1,Training
36890,29444,5,7403,97329,1,Training
56392,154766,5,7404,169334,1,Training
81897,79990,3,7405,166411,0,Training
627232,343723,5,7406,89463,1,Training
311466,270860,4,7407,23676,1,Training
235074,165945,5,7408,152034,1,Training
512988,127431,5,7409,70593,1,Training
710155,144083,5,7410,118129,1,Training
84481,96029,5,7411,4196,1,Training
205832,159578,5,7412,55076,1,Training
333387,199682,5,7413,129333,1,Training
164342,365181,5,7415,177068,1,Training
642163,344047,4,7416,127044,1,Training
52578,37068,5,7418,135230,1,Training
165420,5009,4,7419,132584,1,Training
291235,104007,5,7421,113247,1,Training
135246,212009,5,7423,173434,1,Training
583877,397929,5,7424,108155,1,Training
50108,214099,5,7426,137565,1,Training
342091,147264,3,7428,24524,0,Training
335993,178462,0,7429,95520,0,Training
99136,108274,5,7430,157815,1,Training
36690,51711,3,7432,87833,0,Training
1244707,51711,1,22915,87833,0,Training
177401,88580,4,7433,51585,1,Training
75170,31655,5,7437,166182,1,Training
98812,188885,5,7439,149896,1,Training
206354,416848,1,7440,177958,0,Training
604084,116006,3,7441,145888,0,Training
1406781,272693,5,23236,61107,1,Training
953648,364326,5,7442,68731,1,Training
335718,227040,4,7444,4242,1,Training
1134625,180061,4,7445,169147,1,Training
1141276,456210,5,7447,149631,1,Training
371096,249422,5,7448,168660,1,Training
379649,285598,5,24282,100624,1,Training
46941,365787,5,7449,120883,1,Training
572672,285994,5,7450,166373,1,Training
30865,86471,5,7451,61766,1,Training
351614,5397,3,7452,88246,0,Training
64076,5397,5,15547,88246,1,Training
214284,348103,4,7453,165681,1,Training
109030,241546,5,7455,159644,1,Training
156352,64712,5,7462,4276,1,Training
153919,40705,4,7463,170718,1,Training
440158,213407,5,7464,165476,1,Training
715731,38197,5,7465,104940,1,Training
32323,31071,1,7467,152997,0,Training
308892,31071,5,18199,152997,1,Training
741657,100372,5,7468,152024,1,Training
122873,52387,4,7470,139687,1,Training
587236,128209,4,7471,124155,1,Training
80980,59628,4,7472,161839,1,Training
493362,232377,5,7474,176442,1,Training
644677,281136,4,7475,145034,1,Training
438583,43773,4,7478,115792,1,Training
299346,203889,5,7480,124310,1,Training
209920,80479,5,7482,14851,1,Training
242208,249561,5,7484,166277,1,Training
82795,40308,5,22990,151457,1,Training
122577,75332,4,7485,164793,1,Training
799040,157111,5,7486,133021,1,Training
35414,17942,0,7489,154676,0,Training
136299,225817,5,7490,121482,1,Training
704166,43745,4,7491,177978,1,Training
90767,304099,0,7493,170233,0,Training
73768,80973,5,7495,123667,1,Training
362755,244758,5,7496,150381,1,Training
253146,247978,5,7497,167305,1,Training
581193,418310,5,7500,132526,1,Training
2001362355,334378,5,7501,155616,1,Training
303256,516152,5,7504,52988,1,Training
258877,294924,3,7505,171321,0,Training
116608,15676,4,7506,4334,1,Training
164493,31356,5,7508,147449,1,Training
100997,31356,5,21301,147449,1,Training
357257,57910,5,7509,97644,1,Training
1568670,57910,4,24808,97644,1,Training
276405,202633,5,7510,83149,1,Training
356433,177303,4,7511,21007,1,Training
252084,411320,4,7513,175735,1,Training
313856,180895,4,7514,4415,1,Training
1630728,445285,5,7515,10311,1,Training
1964674,445285,5,12452,10311,1,Training
4862,21541,5,7516,137139,1,Training
779751,308352,5,7517,144753,1,Training
703869,414482,5,7518,169740,1,Training
24928,344813,5,7520,165545,1,Training
157435,252688,5,7521,176783,1,Training
156951,148405,5,7523,158106,1,Training
636029,290817,4,7526,97751,1,Training
79036,70796,5,7527,131425,1,Training
27060,194454,5,7528,138464,1,Training
137298,443842,5,7529,49115,1,Training
100246,265767,5,7536,90600,1,Training
380473,308490,1,7537,155804,0,Training
382464,314384,5,7538,161662,1,Training
167412,314384,5,21297,161662,1,Training
288188,257214,5,7539,135209,1,Training
1436559,281028,5,7543,79280,1,Training
437615,281028,5,19839,79280,1,Training
478712,225024,5,24144,160127,1,Training
1629974,473126,5,7544,170773,1,Training
1802535091,326132,5,7545,172425,1,Training
228840,53743,5,7547,4356,1,Training
263911,158405,5,7546,122146,1,Training
160017,158405,5,9182,122146,1,Training
19593,65130,5,7548,131434,1,Training
960709,299358,5,7549,164790,1,Training
904492,315403,5,7551,101191,1,Training
157306,98287,4,7554,50381,1,Training
132010,471529,5,7555,177122,1,Training
368300,41474,5,7556,156606,1,Training
940103,430649,5,7559,128445,1,Training
1327483,437248,4,7561,176879,1,Training
368410,125882,4,7562,82738,1,Training
62866,125882,5,11777,82738,1,Training
240154,231334,5,7563,155221,1,Training
1221043,219477,5,21658,115294,1,Training
589801,346587,5,7564,131636,1,Training
46134,24949,4,7565,109831,1,Training
37873,346748,5,7567,94299,1,Training
773338,279039,5,7568,47583,1,Training
264452,271993,4,7572,113167,1,Training
353205,266588,5,7573,171020,1,Training
1368343,165938,1,7576,95330,0,Training
551608,411904,5,7578,32072,1,Training
631750,111086,4,7579,124046,1,Training
1800127644,464242,5,7580,6680,1,Training
1803005318,535320,5,7581,168771,1,Training
929897,212126,5,7586,63813,1,Training
186123,4159,4,7587,4399,1,Training
140881,236610,4,7589,53284,1,Training
1631382,350082,5,7590,40321,1,Training
371497,219799,5,7591,158811,1,Training
442862,230665,5,7592,177630,1,Training
54437,46617,5,7594,51576,1,Training
82905,46617,5,9258,51576,1,Training
362734,142639,4,7595,143398,1,Training
676723,143616,5,7600,52540,1,Training
138016,106171,5,7602,135148,1,Training
1429389,50934,5,7603,149323,1,Training
1541820,460058,5,7604,173187,1,Training
305664,104089,4,7609,114864,1,Training
331223,160947,5,7610,9599,1,Training
515357,396384,5,7611,80828,1,Training
1355829,242157,3,7612,75125,0,Training
668282,242157,0,10992,75125,0,Training
977624,331047,5,7613,4429,1,Training
154026,16968,5,7614,168524,1,Training
97823,89563,5,7615,162912,1,Training
1052433,334411,5,7616,165984,1,Training
2436291,486200,5,7621,7778,1,Training
174443,89465,5,7623,123268,1,Training
32907,94338,4,7626,178140,1,Training
1164252,246804,3,7627,171357,0,Training
146958,101349,5,7628,161622,1,Training
354689,189711,5,7629,171392,1,Training
268313,122871,4,7631,119920,1,Training
589729,158492,0,7632,168359,0,Training
323078,144564,4,7634,75610,1,Training
493093,421717,1,7637,152427,0,Training
179256,122815,5,7639,147476,1,Training
501415,195727,5,7646,132523,1,Training
39568,30839,5,7647,163157,1,Training
316396,51967,3,7648,124032,0,Training
290837,1330,5,7649,48150,1,Training
1247315,403290,5,7651,4464,1,Training
34834,27682,4,7652,145783,1,Training
124698,101831,5,7653,81963,1,Training
432164,458842,4,7655,76590,1,Training
88272,306435,5,7656,161558,1,Training
1131068,306435,4,11884,161558,1,Training
518054,407959,5,7657,161566,1,Training
11543,4343,4,7659,12966,1,Training
106436,46662,5,7661,4485,1,Training
55039,130902,5,7663,121519,1,Training
1622046,54042,2,7664,55466,0,Training
1510921,311453,5,7665,146653,1,Training
110875,92192,5,7666,79469,1,Training
172545,47013,0,7667,84217,0,Training
56201,47013,5,13175,84217,1,Training
57505,47013,5,23993,84217,1,Training
234771,4770,4,7669,56551,1,Training
478964,129511,5,7671,160014,1,Training
71517,159934,3,7673,148464,0,Training
207000,172418,5,7674,36837,1,Training
54539,171143,5,7675,155477,1,Training
355647,220478,4,7679,68235,1,Training
604906,363872,4,7684,70569,1,Training
829183,85641,5,7685,95870,1,Training
91994,195356,4,7686,76480,1,Training
962101,164393,0,7688,40670,0,Training
1071777,15083,5,7689,29512,1,Training
1119948,351864,4,7691,33764,1,Training
455163,129089,5,7694,154089,1,Training
293605,129089,5,18080,154089,1,Training
473343,218663,5,7697,129261,1,Training
1287956,418769,2,7698,177545,0,Training
500476,332496,5,7699,145343,1,Training
965437,270970,4,7704,132734,1,Training
546022,230037,5,7706,138597,1,Training
2001410644,90096,3,7707,104581,0,Training
306193,431994,4,7708,116025,1,Training
1603293,182098,5,7709,156042,1,Training
60639,39800,5,7713,156681,1,Training
160981,161354,5,7715,79286,1,Training
80064,258747,5,7718,137668,1,Training
823175,258747,5,17651,137668,1,Training
1702915,529564,1,7722,68732,0,Training
29300,207768,3,7723,174926,0,Training
141701,362265,3,7724,115021,0,Training
332397,131712,5,23384,57271,1,Training
714762,398900,5,7726,138983,1,Training
538098,73150,4,7728,161408,1,Training
752505,195999,4,7729,167970,1,Training
987323,366266,5,7730,167923,1,Training
452507,177247,4,7735,13183,1,Training
765130,286645,1,7736,4539,0,Training
749838,288818,3,7737,134126,0,Training
94226,89192,3,7738,158826,0,Training
41624,25650,4,7739,136823,1,Training
127934,70763,4,7742,52068,1,Training
231897,162185,5,7744,144774,1,Training
30875,16248,0,7747,37824,0,Training
124901,90391,5,7748,7100,1,Training
327268,107820,4,7750,174183,1,Training
399932,132113,5,7751,155961,1,Training
772226,323110,2,7752,99094,0,Training
342524,199199,0,7753,42923,0,Training
407321,138906,4,7754,22755,1,Training
52663,28908,4,7757,155502,1,Training
405100,377369,4,7758,38915,1,Training
32767,7022,4,7759,49291,1,Training
46455,48510,4,15539,76663,1,Training
55862,97672,3,7760,125831,0,Training
158756,120333,5,7761,167485,1,Training
246632,190898,4,7762,47695,1,Training
709936,272490,5,7765,4566,1,Training
1011910,118346,4,7768,149820,1,Training
508844,190323,2,7772,145192,0,Training
1219679,400935,5,7774,103871,1,Training
96794,65771,4,7775,143984,1,Training
2001835916,532075,0,7782,133477,0,Training
106580,70023,4,7784,137484,1,Training
64322,35314,5,7785,169159,1,Training
315797,255597,5,7786,4591,1,Training
217717,197321,5,7787,24354,1,Training
31558,16052,5,7789,126930,1,Training
90691,73528,5,7791,173804,1,Training
9748,34464,5,7793,133388,1,Training
304419,225331,4,7795,160073,1,Training
656706,248348,5,7796,4613,1,Training
58762,432328,4,7799,88544,1,Training
475082,289438,0,7800,175002,0,Training
51272,79793,5,7805,125737,1,Training
30789,32257,5,7808,124010,1,Training
518355,310252,3,7811,141195,0,Training
313943,130304,4,7812,84424,1,Training
41379,27761,5,7814,102207,1,Training
45162,21913,3,7815,155530,0,Training
63335,297776,5,7816,44264,1,Training
106777,84971,4,7817,121331,1,Training
337001,78729,4,9407,144098,1,Training
168416,165277,5,7818,171862,1,Training
1190532,356907,3,7820,27187,0,Training
335570,77827,5,7823,138411,1,Training
262035,330835,4,7824,114076,1,Training
109855,228613,5,7826,95789,1,Training
679486,339402,5,7828,35441,1,Training
219500,137401,5,7829,67915,1,Training
