user_id,recipe_id,date,u,i,is_rating_above_average,
296085,159049,7/27/2008,6487,158500,1,Validation
789030,57309,2/17/2009,6488,157814,1,Validation
124052,57309,4/29/2004,20093,157814,1,Validation
180904,304111,8/19/2008,6489,122420,1,Validation
230460,206991,10/25/2007,6490,166121,1,Validation
30896,227552,6/12/2009,6491,146939,1,Validation
588529,209577,11/17/2008,6492,154809,1,Validation
325703,332557,6/13/2010,6493,157646,1,Validation
1063227,104164,1/23/2009,6494,177904,0,Validation
348241,26729,12/1/2007,24810,97795,1,Validation
178738,278791,10/26/2008,6497,152365,1,Validation
32724,85386,7/9/2004,6500,176803,1,Validation
111296,64819,1/18/2004,6501,175963,1,Validation
227779,64819,10/31/2006,13407,175963,1,Validation
2585084,499165,4/21/2013,6503,166177,1,Validation
96092,356652,10/2/2010,6504,176727,1,Validation
133680,86274,5/23/2004,6507,167790,1,Validation
242330,134194,9/22/2005,6508,133721,1,Validation
163695,21164,12/19/2004,6509,165881,1,Validation
55966,21164,11/19/2006,8145,165881,1,Validation
567537,21164,11/28/2008,18059,165881,1,Validation
920006,101608,10/19/2008,23735,66061,0,Validation
98590,82571,2/10/2004,6510,106290,1,Validation
291164,160907,4/6/2006,6511,136382,1,Validation
287829,167671,5/18/2006,6517,22695,0,Validation
540475,501521,1/22/2014,6521,148742,1,Validation
396380,408348,4/19/2011,6524,71619,1,Validation
430765,269927,8/6/2008,6530,101292,1,Validation
941891,401240,2/24/2010,6531,90825,1,Validation
227164,264635,1/21/2009,6534,89193,1,Validation
956709,112969,1/23/2009,6535,30726,1,Validation
373992,54140,1/27/2007,6544,107263,1,Validation
267253,165683,2/9/2009,6545,70096,1,Validation
1116375,376807,7/18/2009,6546,103846,0,Validation
383795,158221,6/18/2010,6549,176146,1,Validation
2415380,439872,8/8/2014,6553,129937,1,Validation
2352985,426480,3/29/2017,6554,79204,1,Validation
468805,375362,12/4/2013,6557,37019,1,Validation
980739,416257,3/21/2010,6558,157920,1,Validation
1361337,284155,1/2/2010,6559,152580,1,Validation
1652556,371974,3/9/2011,6560,160627,1,Validation
29212,30206,6/6/2002,6563,171945,1,Validation
28533,152091,12/23/2006,6564,135544,0,Validation
278546,102669,5/2/2006,6566,153845,1,Validation
115658,112451,2/20/2006,6570,172917,1,Validation
273254,213146,8/27/2008,6571,133229,1,Validation
1059677,17205,4/18/2009,6574,121859,1,Validation
716144,206732,11/13/2008,6576,107829,1,Validation
197463,79901,12/8/2007,6582,142714,1,Validation
411647,473769,8/10/2013,6583,140347,1,Validation
435019,65533,1/11/2009,6584,175113,1,Validation
744425,363395,4/30/2010,6586,124536,1,Validation
548189,212614,2/28/2008,6587,154547,1,Validation
21462,416345,10/4/2011,6588,173320,1,Validation
229310,15687,10/7/2008,6589,148792,0,Validation
497891,27796,8/19/2007,6591,124233,0,Validation
371769,27796,7/9/2012,14478,124233,1,Validation
748565,155841,8/6/2009,6592,144579,1,Validation
581577,289016,10/13/2009,6593,81777,1,Validation
293490,203203,1/19/2007,6594,152060,0,Validation
58279,174126,1/30/2007,6595,137820,1,Validation
196820,229876,5/9/2009,6596,22173,1,Validation
108266,202184,12/30/2006,6597,3507,1,Validation
189500,123374,9/12/2005,6598,155930,1,Validation
186979,100505,9/12/2008,6599,176671,0,Validation
237134,111541,11/13/2005,6600,135667,1,Validation
362493,111541,3/17/2007,19540,135667,0,Validation
925851,385105,6/14/2010,6601,86478,1,Validation
1202780,365365,4/10/2009,6602,164121,1,Validation
392984,249177,10/23/2007,6604,43396,1,Validation
408454,216872,4/23/2007,6605,177944,0,Validation
402698,289788,3/28/2008,6606,168681,1,Validation
890104,309355,7/13/2008,6607,3530,0,Validation
27163,352714,2/2/2009,6608,160968,1,Validation
313014,119288,9/9/2007,6610,176005,0,Validation
719736,236889,7/17/2008,6613,133390,0,Validation
588863,385570,8/17/2009,6615,174178,1,Validation
1431793,355132,9/9/2011,11817,173309,0,Validation
505967,409252,4/2/2010,6617,177723,1,Validation
870569,310849,4/1/2010,6618,163001,1,Validation
49152,41327,10/2/2002,17366,114242,0,Validation
47230,16724,7/5/2002,6619,149670,1,Validation
39277,34458,8/15/2002,6620,174687,1,Validation
359820,303087,3/30/2010,6621,137258,1,Validation
108681,9337,3/31/2004,6622,140591,0,Validation
278084,153367,1/25/2007,6625,55930,1,Validation
459292,417004,11/1/2010,6629,114565,1,Validation
267157,224612,8/28/2007,6631,100491,1,Validation
40587,244467,5/15/2008,6632,93722,1,Validation
98722,165557,6/12/2007,6635,161018,1,Validation
506018,273336,9/20/2008,6636,78093,1,Validation
187360,25725,1/28/2005,6637,163034,1,Validation
138376,249237,8/30/2007,6638,49348,1,Validation
230238,154404,2/9/2006,6639,96891,0,Validation
302283,145151,3/16/2006,6642,135693,0,Validation
340843,147822,2/24/2009,6643,176795,1,Validation
59753,69006,12/19/2003,6644,163690,1,Validation
223536,374580,6/28/2009,6645,76803,1,Validation
500671,358699,9/22/2009,6648,153783,0,Validation
72978,117946,9/10/2011,6651,7051,0,Validation
57544,406068,8/2/2010,6652,153264,1,Validation
2001128717,28382,6/17/2018,6654,42730,1,Validation
1716057,188401,3/28/2013,6655,3570,1,Validation
394783,200556,4/22/2007,6656,40631,1,Validation
659260,205140,1/14/2008,6657,127710,1,Validation
33186,535233,3/1/2018,6658,164370,0,Validation
2002015205,501497,3/4/2018,6663,149256,1,Validation
1873232,518460,9/9/2015,6666,100683,0,Validation
44830,67728,12/22/2004,6669,10155,1,Validation
283899,145859,11/29/2009,6670,62675,1,Validation
1553575,469663,7/25/2012,6671,165483,1,Validation
473149,3345,3/28/2007,6672,3599,1,Validation
35179,102005,12/14/2007,6676,71898,1,Validation
138183,88230,5/17/2004,6679,174697,1,Validation
111075,341156,12/22/2008,6684,173282,1,Validation
768661,328423,10/15/2008,6685,17959,1,Validation
785389,279015,10/30/2008,6686,147088,1,Validation
325354,205937,2/16/2007,6687,57944,1,Validation
345731,362705,1/21/2011,6688,161885,0,Validation
306657,362296,9/28/2009,6689,152628,1,Validation
577107,249192,9/2/2007,6690,97454,1,Validation
848957,108713,2/6/2011,6692,173751,1,Validation
542881,431477,7/2/2010,6693,153784,1,Validation
53448,353486,1/11/2010,6696,173285,1,Validation
437767,142634,1/11/2008,6698,157535,0,Validation
314785,293868,11/3/2009,6699,168085,1,Validation
1421392,439656,10/31/2010,6700,95071,1,Validation
15718,40239,10/6/2002,6701,74012,0,Validation
16501,103549,11/18/2004,6702,127940,1,Validation
740619,81866,4/9/2008,6704,164766,1,Validation
289003,158438,9/22/2010,6709,63965,1,Validation
1193582,235414,4/18/2009,6710,172125,1,Validation
243941,230318,2/18/2009,6711,105666,1,Validation
572691,34309,11/6/2009,6714,21358,1,Validation
1247181,406931,1/19/2010,6715,171782,1,Validation
242250,271260,1/21/2008,6717,176984,1,Validation
157806,65862,4/4/2006,7229,126304,1,Validation
90838,279816,1/24/2008,6718,156301,0,Validation
577640,252821,11/2/2008,18809,91857,1,Validation
179222,378105,1/6/2010,6719,152117,1,Validation
137081,411847,10/19/2010,6722,157154,1,Validation
593780,326115,11/16/2009,6723,53410,1,Validation
355148,78527,12/18/2007,6724,73263,1,Validation
927541,273230,2/9/2010,6725,64146,1,Validation
374241,175674,10/6/2009,6727,80468,1,Validation
1743422,454146,4/27/2011,6731,123091,1,Validation
1800068686,528131,9/21/2016,6733,3836,0,Validation
2371734,528131,9/26/2016,6943,3836,0,Validation
30435,122927,1/11/2006,6735,21583,1,Validation
329333,193267,3/10/2007,6736,61621,0,Validation
216165,230109,7/7/2011,6737,165839,1,Validation
233775,47864,8/11/2005,6745,78416,1,Validation
497805,227380,5/13/2007,6747,152299,1,Validation
418128,358337,10/27/2013,6749,80587,0,Validation
2612687,489391,1/9/2013,6751,157133,1,Validation
888475,242974,12/28/2008,8394,87487,1,Validation
908029,148548,10/5/2009,6753,175001,1,Validation
446297,273326,1/31/2009,6754,120052,1,Validation
440562,191274,2/26/2007,6759,50900,1,Validation
38261,191274,10/23/2006,12406,50900,1,Validation
28553,418008,4/4/2010,6760,139316,1,Validation
293001,239507,5/8/2008,6761,166450,1,Validation
951737,414658,5/2/2010,6767,158192,1,Validation
63026,52902,2/14/2004,6768,28472,0,Validation
260289,148256,2/23/2006,6769,12842,1,Validation
410005,148256,7/17/2008,13787,12842,0,Validation
931656,376337,12/31/2009,6771,69063,1,Validation
172256,215170,6/4/2007,6773,112051,1,Validation
54573,134958,3/2/2006,6774,148988,1,Validation
486680,448293,2/22/2011,6775,148124,1,Validation
536866,311497,2/13/2010,6776,164693,1,Validation
528197,460527,9/26/2011,6777,174761,1,Validation
1141384,384886,8/12/2009,6778,151326,1,Validation
570625,318070,7/3/2009,6779,166146,1,Validation
811911,262073,10/11/2008,6780,49093,1,Validation
133339,83222,3/30/2005,6781,118148,0,Validation
720932,340096,3/8/2009,6783,94723,1,Validation
1306757,175033,8/6/2011,6785,3712,1,Validation
870755,176657,9/27/2010,6784,160712,1,Validation
355420,261227,7/27/2008,6786,81326,1,Validation
438296,258938,12/22/2007,6788,158737,1,Validation
181319,118149,6/21/2005,6790,78011,1,Validation
30594,37506,3/6/2003,6793,39912,1,Validation
41201,37506,3/6/2003,17976,39912,1,Validation
71463,98663,2/20/2007,6795,94255,1,Validation
371740,150644,12/24/2006,6797,24627,0,Validation
51185,101478,2/25/2005,6798,106854,1,Validation
15645,24773,4/29/2002,6800,3748,1,Validation
24670,65072,7/3/2003,6801,45604,0,Validation
65933,204919,4/1/2007,6802,166912,1,Validation
112561,89717,2/5/2007,6803,149728,0,Validation
190230,96513,11/29/2005,6804,174208,1,Validation
98511,372387,11/27/2009,6806,23521,1,Validation
236556,141064,10/20/2005,6809,171377,1,Validation
603831,250662,10/9/2007,6810,147614,1,Validation
252409,71800,5/4/2008,6811,89790,0,Validation
476190,277867,9/16/2009,6812,88659,1,Validation
51842,277867,5/5/2008,20052,88659,1,Validation
448204,313269,7/25/2008,6813,174643,1,Validation
446804,228191,5/27/2008,6816,117937,1,Validation
483510,310133,10/11/2010,6818,162272,1,Validation
112111,70143,2/10/2004,6819,75616,0,Validation
815968,160435,4/4/2010,8987,122538,1,Validation
371844,160435,8/13/2013,22784,122538,1,Validation
1275931,383165,8/6/2009,6820,165151,1,Validation
244809,268173,5/7/2008,6822,151236,1,Validation
365178,268173,5/26/2010,8760,151236,0,Validation
180789,3969,4/8/2007,6825,121028,1,Validation
43846,29825,7/25/2002,6826,144264,1,Validation
41529,29825,6/3/2002,8149,144264,0,Validation
128703,75959,4/5/2004,6828,127903,1,Validation
727685,251985,6/29/2008,6829,72194,1,Validation
230502,115917,4/11/2006,6832,177104,1,Validation
106205,154893,2/21/2006,6835,102352,1,Validation
1226398,367183,8/22/2010,6837,155563,0,Validation
2000045537,510670,3/8/2015,6838,168890,1,Validation
27926,275738,9/14/2009,6839,154917,1,Validation
425559,273907,2/8/2009,6841,138740,1,Validation
613495,471660,4/5/2012,6842,54668,1,Validation
138551,88137,4/21/2004,6843,57784,1,Validation
1350389,26464,2/18/2010,6845,169237,1,Validation
250427,290440,7/26/2011,6847,162888,1,Validation
347025,290440,3/9/2008,9774,162888,1,Validation
140372,385146,8/30/2009,6848,24151,1,Validation
197433,209203,2/5/2007,6850,168888,0,Validation
533326,380725,11/7/2010,6851,33527,1,Validation
135863,100874,11/4/2004,6853,144069,1,Validation
230834,182445,10/1/2006,6854,134681,1,Validation
478599,267734,12/27/2007,6855,174121,1,Validation
134164,78329,9/6/2005,6856,126957,1,Validation
407283,99876,3/27/2007,6858,104205,1,Validation
229668,99876,2/5/2006,16988,104205,1,Validation
310800,432177,12/9/2010,6860,3801,1,Validation
48388,249606,8/23/2011,6861,178221,1,Validation
18510,27840,11/27/2004,6862,147502,1,Validation
181601,87998,6/10/2006,6863,163363,1,Validation
173522,9011,6/14/2005,6864,8128,1,Validation
288535,9011,3/4/2010,10912,8128,1,Validation
688606,339140,1/1/2009,6868,87768,1,Validation
1773580,339140,3/6/2013,11917,87768,1,Validation
517709,141550,7/26/2008,6869,58828,1,Validation
331972,141550,7/7/2006,23469,58828,1,Validation
1145720,383159,9/2/2009,6870,157669,1,Validation
141654,259785,11/27/2011,6873,139659,0,Validation
28846,21924,5/31/2002,6874,174295,1,Validation
55827,64737,5/7/2004,6875,169530,1,Validation
23463,438687,5/14/2011,6879,177054,1,Validation
213864,124533,7/5/2005,6882,70271,1,Validation
285041,189322,11/15/2007,6888,59112,1,Validation
577908,189923,10/3/2008,17418,133761,0,Validation
133865,404591,4/14/2010,6893,174283,1,Validation
128646,103093,3/26/2007,6894,158270,1,Validation
467243,103093,3/17/2007,14797,158270,1,Validation
100337,58334,6/25/2007,6895,69459,1,Validation
425008,43996,12/29/2007,6896,153516,1,Validation
687419,276541,1/15/2008,6898,165027,1,Validation
2000877950,276541,10/23/2016,16739,165027,1,Validation
470799,22503,4/14/2007,6899,176423,1,Validation
584134,118695,10/23/2008,6900,70621,1,Validation
320870,384440,3/8/2010,6902,86996,0,Validation
1602625,384440,10/1/2010,23493,86996,0,Validation
587892,256239,11/21/2008,6903,66492,1,Validation
183684,108913,1/6/2009,6904,131685,1,Validation
569632,143386,10/23/2008,6908,162711,1,Validation
247802,107276,9/20/2006,6909,137603,1,Validation
425731,254553,9/23/2008,6911,126826,1,Validation
1215910,413499,4/3/2010,6914,91278,1,Validation
47761,256668,1/21/2008,6915,78776,1,Validation
899585,70818,11/24/2008,12966,78207,1,Validation
111313,102397,3/8/2005,6929,139092,0,Validation
146965,13882,3/9/2005,6931,167957,1,Validation
58469,90285,1/17/2005,6932,64842,1,Validation
173399,108824,2/1/2005,6933,162494,0,Validation
96955,134847,7/8/2016,6936,152668,1,Validation
171683,491603,1/1/2015,6937,167297,1,Validation
52528,36900,8/21/2002,6938,168188,1,Validation
246674,118062,3/4/2008,6940,160446,1,Validation
1038853,57240,12/21/2008,6941,3825,0,Validation
894764,306083,3/15/2009,6942,26267,1,Validation
55017,45879,10/10/2011,6944,176738,1,Validation
519118,324488,7/20/2009,6945,144642,0,Validation
342546,119296,10/25/2008,6946,81409,1,Validation
1416682,257534,1/13/2013,6949,3850,1,Validation
76475,329722,11/16/2008,6952,3852,1,Validation
1049057,378116,8/13/2009,6955,81113,1,Validation
214034,139190,11/11/2006,6961,5793,1,Validation
200822,13986,5/19/2007,6962,57718,1,Validation
97950,256750,2/22/2010,6965,71607,1,Validation
336177,242108,7/24/2007,6966,127456,0,Validation
128227,298121,6/28/2008,6969,80581,1,Validation
508148,182769,11/11/2008,6974,108982,1,Validation
22504,151674,10/3/2006,6975,119380,1,Validation
714956,257119,1/5/2009,6976,91412,1,Validation
506345,42383,3/7/2013,6979,129833,1,Validation
983723,183,6/12/2010,6980,146744,1,Validation
115523,194559,1/4/2008,11233,16139,1,Validation
1833270,194559,3/31/2012,15501,16139,1,Validation
1595619,417203,1/29/2018,6984,16306,1,Validation
354881,480126,6/8/2014,6988,161932,1,Validation
50551,58583,2/18/2006,6990,177728,1,Validation
2335569,238895,7/20/2012,18452,93470,1,Validation
628674,191158,12/23/2007,6991,154508,1,Validation
87563,15586,6/18/2003,6993,167567,1,Validation
127120,86190,3/23/2004,6994,152268,1,Validation
2001040295,400953,9/22/2017,6996,176907,1,Validation
185365,96597,8/5/2007,6997,76053,1,Validation
855713,111197,8/1/2008,6998,127959,1,Validation
299418,111197,1/11/2007,24952,127959,1,Validation
255179,443339,12/6/2010,7000,159804,1,Validation
637719,78618,11/5/2007,7002,100870,1,Validation
293566,263251,11/7/2007,7003,54842,1,Validation
2000112226,263251,6/6/2015,21968,54842,1,Validation
237624,143597,10/19/2006,7004,118921,1,Validation
1450612,81979,12/27/2011,7005,151324,1,Validation
1060995,481345,2/3/2013,7008,98507,1,Validation
427101,243586,8/8/2007,7009,165809,1,Validation
261363,171931,8/13/2006,7011,108750,0,Validation
752155,280825,2/4/2008,7014,143299,1,Validation
198228,140723,1/8/2007,7015,160840,1,Validation
1052207,29603,11/13/2009,9963,155286,1,Validation
46513,31845,7/4/2002,7016,164960,1,Validation
654929,132360,6/14/2009,7019,13418,1,Validation
652568,200469,3/1/2011,7020,167394,1,Validation
472052,207226,9/4/2007,7023,174345,1,Validation
477205,207226,9/28/2011,7469,174345,1,Validation
120566,102434,11/30/2005,7024,178022,1,Validation
829616,207638,7/27/2008,7025,46881,1,Validation
112385,86642,11/22/2004,7026,124716,1,Validation
417600,70921,3/15/2007,7028,64753,1,Validation
345318,277188,9/17/2008,7030,102837,0,Validation
63807,47861,11/10/2003,7031,159933,1,Validation
185229,223950,11/29/2007,7033,61500,1,Validation
530520,223950,6/16/2010,21917,61500,1,Validation
668110,220966,3/12/2009,18435,105306,1,Validation
456982,141514,1/16/2009,7034,136206,0,Validation
341634,91818,5/9/2009,7035,67929,1,Validation
765469,91818,3/5/2014,23979,67929,1,Validation
401886,318966,8/29/2011,7036,121007,1,Validation
1356721,187309,1/2/2011,7039,163975,1,Validation
52228,48079,12/11/2002,7040,110061,1,Validation
51655,26713,8/25/2004,7041,76713,1,Validation
94600,249646,9/11/2007,7042,14107,1,Validation
591314,140474,11/1/2008,7043,165335,1,Validation
129924,76791,3/10/2004,16278,41811,1,Validation
165082,209254,4/19/2007,7044,141584,1,Validation
782064,141546,8/18/2008,7045,143876,1,Validation
1824868,431803,7/28/2011,7048,114996,1,Validation
314830,87012,6/9/2007,7049,148934,1,Validation
433046,310042,7/31/2012,7053,128163,1,Validation
101896,34268,10/5/2003,7054,3956,1,Validation
21853,18683,6/9/2006,7055,80329,1,Validation
88826,65682,7/9/2003,7057,52376,0,Validation
141610,260597,4/21/2008,7059,170027,1,Validation
954555,413338,4/7/2010,7063,173176,1,Validation
444607,38514,2/4/2007,7065,138462,1,Validation
407781,56973,1/16/2007,7067,64244,0,Validation
184891,56973,12/12/2005,8636,64244,1,Validation
158375,147792,5/8/2006,7070,65957,1,Validation
272731,230467,6/17/2007,7071,154006,0,Validation
808535,13529,6/10/2008,7072,101522,0,Validation
1242099,386256,11/11/2012,7073,169011,1,Validation
60385,54204,6/24/2003,7074,168154,1,Validation
111336,26083,8/17/2005,7075,115708,0,Validation
223896,122954,10/26/2006,7078,164801,1,Validation
168771,168783,9/23/2006,7081,175757,1,Validation
1322865,337599,9/4/2009,7082,3992,1,Validation
430579,108528,2/13/2007,7083,85959,0,Validation
1091748,278849,11/27/2013,7084,162235,0,Validation
1097313,175211,4/27/2009,7085,137741,1,Validation
1424670,291085,2/18/2010,7087,169693,1,Validation
317367,98112,9/6/2008,7088,102903,1,Validation
2367537,377055,7/19/2013,7089,167574,1,Validation
765619,399580,11/30/2009,7091,133703,1,Validation
917666,112720,11/20/2008,7093,101238,1,Validation
464626,112720,10/24/2011,9699,101238,0,Validation
84660,112720,3/8/2005,18079,101238,1,Validation
179471,187148,5/19/2007,7096,4011,0,Validation
954468,190317,10/22/2009,7099,62507,1,Validation
594181,375085,10/9/2009,7101,163658,1,Validation
1466361,431817,7/7/2010,7102,29474,1,Validation
180506,278282,1/30/2009,7103,93202,1,Validation
46291,477562,4/9/2012,7104,4023,0,Validation
814473,18069,7/19/2008,7105,89070,1,Validation
931148,490634,11/20/2012,7106,128365,1,Validation
56535,45792,12/13/2003,7108,7395,1,Validation
83503,104408,9/26/2009,7110,174327,1,Validation
200339,113250,10/20/2008,7112,162851,1,Validation
264230,155985,8/16/2006,10623,87553,1,Validation
241872,141909,3/29/2006,7113,91281,0,Validation
643263,214352,10/12/2008,7114,83263,1,Validation
215083,104978,11/23/2007,7115,4030,1,Validation
499073,302924,5/11/2008,7116,134693,1,Validation
265102,172953,1/21/2007,7117,114289,1,Validation
28239,27634,9/26/2002,7120,34571,1,Validation
624345,92503,2/27/2008,7121,60413,1,Validation
4601,45041,11/18/2002,7123,177267,1,Validation
114213,13609,11/23/2003,7124,102119,1,Validation
19152,374431,5/16/2010,7126,125517,1,Validation
17206,79377,12/4/2010,7129,79006,1,Validation
115321,100492,10/29/2004,7132,28000,0,Validation
129217,111766,5/12/2005,7133,162680,1,Validation
237875,111766,5/21/2006,19092,162680,1,Validation
129577,73520,6/29/2004,7134,153552,1,Validation
628393,65637,12/22/2008,7135,169793,1,Validation
168167,99406,12/9/2004,7138,111760,1,Validation
328099,99406,11/24/2007,10291,111760,1,Validation
181805,99406,12/26/2005,15219,111760,1,Validation
157588,99406,9/22/2004,17712,111760,1,Validation
578055,318617,9/4/2008,7139,148267,1,Validation
1257238,319882,4/7/2010,7140,162092,1,Validation
113535,342473,11/23/2011,7141,12136,1,Validation
92913,288922,3/24/2008,7143,134039,1,Validation
188305,203480,7/12/2007,7144,120682,1,Validation
109312,73874,12/22/2003,7145,74839,1,Validation
87870,119630,6/15/2008,7147,164512,1,Validation
194829,38325,9/15/2008,7148,174915,1,Validation
55392,11403,8/29/2006,7153,109532,1,Validation
2357331,11403,8/8/2012,13317,109532,1,Validation
718022,178223,8/24/2008,7160,166507,1,Validation
73988,68058,4/7/2008,7161,90404,1,Validation
695102,158632,4/14/2009,7168,66555,1,Validation
535516,355802,6/22/2009,7169,68080,1,Validation
318028,327854,6/4/2014,7171,88414,1,Validation
133547,271679,1/6/2013,7173,142994,1,Validation
104599,65774,1/11/2004,7175,172935,0,Validation
339255,65774,8/2/2006,17443,172935,0,Validation
1686460,457380,6/19/2011,7176,174701,1,Validation
378553,428458,7/3/2011,7177,148900,0,Validation
521359,63757,10/18/2007,7183,88456,1,Validation
733966,409715,4/2/2010,7187,67417,1,Validation
324433,318940,7/3/2010,7189,87066,0,Validation
1021631,380160,2/25/2010,7195,168781,1,Validation
420799,276993,7/29/2015,7196,36298,1,Validation
1725722,34254,1/31/2011,7198,175474,1,Validation
133407,111503,5/4/2005,7201,4054,1,Validation
285088,171279,9/30/2006,14432,137563,1,Validation
280605,247277,10/9/2009,7202,172915,1,Validation
1033400,352889,9/22/2009,7203,168377,1,Validation
1775953,478273,1/10/2014,7204,158474,1,Validation
974459,361230,3/18/2009,7205,4066,0,Validation
533573,83538,4/14/2009,7207,101747,1,Validation
196248,70402,12/19/2008,7210,42463,1,Validation
1803316094,141569,9/1/2015,21284,126747,1,Validation
456116,182567,4/8/2007,7211,148200,1,Validation
230756,145609,1/14/2006,7212,100532,1,Validation
174547,145609,1/13/2006,10385,100532,1,Validation
216058,145279,4/7/2008,7213,163274,1,Validation
246881,247867,6/4/2010,7215,4077,1,Validation
26719,93474,7/29/2004,7217,178101,1,Validation
272300,97680,7/30/2011,7221,159591,0,Validation
136051,274436,12/21/2008,7222,143151,0,Validation
14823,85516,6/29/2004,7223,176254,1,Validation
269430,264565,3/6/2009,15844,128144,1,Validation
66322,191910,6/8/2007,7224,162098,1,Validation
208565,113982,2/3/2007,7225,143685,1,Validation
218516,132747,8/29/2005,7231,157589,1,Validation
240001,79076,4/5/2007,7232,110038,1,Validation
359121,118519,7/18/2007,7233,73600,1,Validation
440319,118519,5/12/2007,18489,73600,1,Validation
764804,315020,8/17/2009,7241,40871,1,Validation
304596,138557,3/23/2006,7242,112796,0,Validation
262090,105146,6/19/2006,7243,170876,1,Validation
252727,250203,12/27/2008,7244,128348,1,Validation
209152,168005,8/8/2012,7246,151486,1,Validation
1298498,105967,6/29/2012,7247,171124,1,Validation
765518,402533,9/26/2011,7250,170650,1,Validation
103849,96005,7/3/2006,7253,152738,1,Validation
520644,350784,6/14/2010,7256,170074,1,Validation
241241,156227,9/18/2006,7257,41312,1,Validation
287087,156227,2/20/2006,21690,41312,1,Validation
1139501,253649,10/18/2009,7258,5355,1,Validation
451319,493717,10/27/2016,7260,138578,1,Validation
233069,85660,8/24/2005,7262,98264,1,Validation
12467879,21358,4/10/2016,7271,117166,1,Validation
36670,21358,4/1/2002,8113,117166,1,Validation
287084,508341,11/20/2016,9705,90645,1,Validation
401138,446627,10/21/2012,7273,163765,1,Validation
276833,555,3/3/2006,7274,143736,1,Validation
271116,141169,11/25/2007,7275,140857,1,Validation
1191355,506187,9/21/2013,7277,177147,0,Validation
25267,9471,12/4/2001,7278,86558,1,Validation
339346,94275,8/28/2006,7281,150517,1,Validation
1224527,352013,4/2/2009,7285,75194,1,Validation
845315,13429,11/23/2008,7286,131417,0,Validation
919031,271995,11/29/2009,7287,71609,0,Validation
1088130,172462,4/19/2009,7290,93965,1,Validation
218742,130610,8/7/2005,7291,159688,0,Validation
538920,392382,5/11/2010,7292,58379,1,Validation
735767,349757,8/16/2009,7294,135289,1,Validation
335944,58906,7/8/2008,7295,142751,1,Validation
1013332,34439,11/6/2008,7296,115535,1,Validation
31272,54116,7/25/2006,7297,120630,1,Validation
29291,24969,5/2/2002,7298,169013,1,Validation
1634,82625,7/3/2004,7299,171871,0,Validation
37275,17474,2/15/2003,7300,157722,1,Validation
182312,514011,4/18/2018,7301,119193,1,Validation
98788,39241,10/20/2005,7302,80177,1,Validation
317712,50387,1/18/2007,7303,147957,1,Validation
240344,102831,9/17/2005,7305,101407,1,Validation
200554,102831,4/8/2005,14389,101407,1,Validation
104877,75171,11/15/2003,7307,156796,1,Validation
885967,197724,8/31/2009,7308,123881,1,Validation
134663,66753,5/16/2004,7318,139322,1,Validation
28442,80908,11/21/2004,7319,166031,1,Validation
166019,89917,1/17/2006,7320,158233,1,Validation
204153,188358,8/10/2007,7321,63679,1,Validation
536106,22370,3/2/2008,7322,55367,1,Validation
137666,83832,6/8/2005,7324,4359,1,Validation
355621,184756,10/14/2006,7326,154864,1,Validation
1001263,311403,9/25/2009,7327,20856,1,Validation
554138,209717,9/8/2007,7328,177081,1,Validation
1100313,397471,7/12/2010,7329,163457,1,Validation
144021,138222,12/22/2010,7330,148328,1,Validation
183524,272015,2/27/2009,7332,90794,1,Validation
198352,68696,6/11/2007,7341,48407,1,Validation
906061,158962,8/7/2008,7343,173551,0,Validation
1271914,339763,6/30/2010,7346,147256,1,Validation
340881,398300,11/13/2009,7347,141819,1,Validation
1173220,119775,10/5/2009,7348,163117,1,Validation
38643,247456,1/23/2010,7349,169520,0,Validation
225021,130313,7/23/2005,7352,177695,1,Validation
389683,333327,12/7/2010,7353,125250,1,Validation
9841,29198,3/17/2004,7355,145080,1,Validation
149002,84931,7/8/2006,7357,64459,1,Validation
22922,13439,5/4/2002,7359,142833,1,Validation
349819,183224,7/24/2007,7361,146833,1,Validation
690039,42283,12/16/2007,7363,158053,0,Validation
585796,42283,6/7/2009,15063,158053,1,Validation
878561,42283,5/14/2014,17115,158053,1,Validation
587784,42283,10/10/2012,17841,158053,0,Validation
559846,119170,1/12/2010,7364,72921,1,Validation
456799,170900,2/11/2009,7365,149910,1,Validation
723989,289372,2/11/2013,7366,94324,1,Validation
359724,143810,10/21/2006,7368,168790,1,Validation
401260,66259,3/29/2010,7369,10972,1,Validation
1881682,426590,2/10/2012,19436,91923,1,Validation
232031,42919,1/5/2007,20759,130614,0,Validation
60694,93257,8/4/2004,7371,162466,1,Validation
1802676284,176796,9/27/2017,7373,118333,0,Validation
429324,258748,1/5/2008,7374,144217,1,Validation
612142,258748,11/14/2007,15338,144217,1,Validation
187927,259460,11/30/2008,7375,177108,1,Validation
1681493,66972,10/25/2010,7376,156272,0,Validation
235528,219628,3/17/2010,8439,92900,0,Validation
314988,243979,11/25/2008,7378,169759,1,Validation
1932038,228914,6/30/2011,7379,63719,0,Validation
730251,228914,11/29/2009,19501,63719,1,Validation
828499,330992,1/20/2009,7381,127917,1,Validation
488454,276205,10/16/2008,7382,4172,0,Validation
715028,24560,12/8/2009,7383,30585,1,Validation
39329,34456,7/28/2002,7384,122047,1,Validation
140992,320410,5/6/2011,7385,155398,0,Validation
111163,132415,8/13/2007,7386,133140,1,Validation
857805,371865,5/30/2009,7389,51996,1,Validation
510209,167694,1/13/2008,13101,124271,1,Validation
