user_id,recipe_id,rating,u,i,is_rating_above_average
229753,206847,5,3376,173613,1
1368096,206847,5,15347,173613,1
898589,432628,5,15472,85449,1
46080726,400054,5,3377,141091,1
67243,301472,5,3386,140937,1
414988,343597,5,3387,91888,1
1236613,159989,0,3390,53158,0
279496,7017,5,3392,54897,1
470211,88322,5,3395,103372,1
1344246,463049,4,3397,23050,1
184868,15533,5,3398,151423,1
303386,230416,5,3402,178032,1
171904,114120,5,3405,110677,1
583193,435887,5,3410,176881,1
949568,476895,5,3416,162140,1
2001170977,517548,4,3419,10580,1
16758,10985,3,3422,154293,0
191958,108548,4,3423,159760,1
2369,7762,3,20970,37104,0
11044,146808,5,3425,67433,1
1662660,406892,4,3427,164109,1
132886,26190,5,3429,167343,1
754101,45235,5,3430,98998,1
313694,439665,4,3431,78217,1
526614,420789,0,3432,172278,0
1276731,211256,5,3433,108649,1
620879,218085,5,3435,155870,1
108931,413419,3,3436,74696,0
717448,148084,2,21770,125344,0
56251,87696,5,3439,126288,1
275742,144196,5,3440,164103,1
312338,144196,5,6499,164103,1
174740,33483,5,3442,151442,1
146783,178893,5,3445,176307,1
359936,120849,4,3448,170015,1
121193,134334,3,3449,160731,0
1381638,390849,5,3450,160717,1
869532,377885,5,3452,153358,1
1631990,377885,5,19360,153358,1
52607,53868,4,3455,172107,1
49773,21570,5,3457,148169,1
67067,74890,5,3458,45437,1
159093,97882,5,3461,120427,1
91724,88070,5,3464,168482,1
475484,164609,5,3466,151743,1
228241,82677,5,3467,4166,1
511730,332587,3,17388,21557,0
1175380,8544,5,3469,146975,1
674454,99688,4,3471,116110,1
467341,237319,0,3472,1376,0
411052,210566,5,3475,130366,1
478330,210566,5,4182,130366,1
299463,125140,4,3476,142536,1
54643,272453,5,3477,42638,1
40939,43905,4,3478,75239,1
88732,82882,5,3479,155280,1
876955,235539,0,3481,170528,0
153401,47746,5,3482,157529,1
86764,12562,5,3483,96019,1
163077,155889,5,3485,166490,1
230157,116739,4,3491,177176,1
232107,202165,5,3493,142343,1
316921,350828,5,3495,169143,1
1008996,431547,4,3496,173644,1
182624,182095,4,3497,174658,1
12383,266044,5,3498,169684,1
1974680,402541,5,3500,162931,1
48136,62128,4,3504,172041,1
507337,194863,5,3505,99355,1
164276,101959,4,3507,87203,1
158995,81760,5,3509,83255,1
486671,219030,5,3510,172368,1
531799,270165,4,3512,92531,1
225114,121877,2,3513,150900,0
326970,216373,5,3514,174110,1
1418189,168482,4,3515,175451,1
337785,76352,5,5873,150507,1
678173,7485,5,3518,139980,1
27124,7485,5,9326,139980,1
68828,7485,5,23193,139980,1
125853,154479,5,3521,147676,1
104626,73923,4,3522,143575,1
329870,113743,5,3523,9775,1
369849,95346,4,3524,21975,1
354540,373755,5,3525,175081,1
167527,243165,5,3527,175988,1
1104387,143301,4,21237,95907,1
432131,274875,4,3529,108888,1
317696,104122,4,3530,163579,1
1762637,454803,5,3533,169217,1
165623,349157,4,3534,176148,1
29813,394929,4,3535,171892,1
47649,31086,5,3537,143543,1
198430,340257,5,3544,175456,1
55221,101236,4,3546,174818,1
251206,181250,5,3547,175941,1
446250,181250,5,7219,175941,1
597538,348527,5,3553,145723,1
365507,147714,5,5478,106018,1
94618,65089,5,3557,3871,1
673444,400538,4,3559,170714,1
184890,131739,5,3560,155971,1
25063,145069,5,3561,157490,1
282031,154705,5,3562,158213,1
61493,51704,3,3563,149166,0
532785,320664,5,3567,173772,1
245590,358045,5,3568,153667,1
73272,122844,5,3569,144358,1
800480,201310,5,3571,164649,1
1158329,186005,5,3573,53528,1
313335,103190,4,3574,110908,1
521337,260795,2,15878,66583,0
495821,441954,5,3576,136744,1
188119,142260,5,3577,135079,1
490713,142260,5,8590,135079,1
2923807,142260,5,21095,135079,1
298979,216103,5,3578,139452,1
217657,50915,5,3579,168337,1
2193533,288178,5,3586,108217,1
856858,374023,5,3588,54863,1
1810947,119508,5,17220,123046,1
223546,119508,4,22561,123046,1
505978,119508,0,24895,123046,0
373976,156601,5,3591,87213,1
881774,379762,2,3594,172929,0
1536911,161123,5,3595,35595,1
438003,289674,5,3596,169939,1
421534,229494,3,3597,149644,0
589101,229494,3,14384,149644,0
1897199,320396,5,22527,162410,1
679759,268515,5,3599,175537,1
219942,182495,5,3600,172469,1
196819,127023,5,3601,93072,1
226867,414568,5,3604,176234,1
366781,328569,5,3605,106799,1
751353,180343,5,3608,147746,1
48150,414094,5,3611,164356,1
219865,78588,4,3614,67517,1
378624,174917,5,3615,108536,1
236262,389135,5,3617,167292,1
130646,90582,4,3618,165667,1
371055,258625,5,3619,122246,1
191047,120308,5,3620,171605,1
116735,161112,5,3622,90620,1
167225,50738,5,3624,172399,1
94612,50738,4,5057,172399,1
246844,51779,0,3627,176411,0
266745,217899,3,3628,157458,0
120264,98930,5,3630,130088,1
1193804,335449,5,3633,1527,1
1417096,326455,4,3634,101018,1
612413,82190,5,3635,150316,1
335999,497996,5,3636,148381,1
275326,201818,5,3640,175438,1
472275,281362,2,3642,151619,0
962690,349244,4,3643,178098,1
2123645,477110,5,3644,177320,1
55274,40522,0,3645,1536,0
756769,355245,5,3646,78401,1
154588,190887,5,3647,168973,1
516760,190887,5,6518,168973,1
428644,211019,2,3649,167428,0
307559,13576,4,3650,1544,1
423346,13576,0,3651,1544,0
125109,324458,4,3652,175333,1
1349552,325003,5,3653,177679,1
80079,16263,4,3655,168785,1
53510,49430,5,3659,91464,1
57400,228551,4,3661,174252,1
1426037,254701,5,3664,149119,1
224235,298384,4,3665,165469,1
841981,323596,5,3668,162560,1
569182,206964,5,3669,100407,1
1866497,206964,5,23582,100407,1
855623,336385,5,3671,65318,1
776846,274832,4,3672,106863,1
105988,110694,5,7051,89020,1
1654604,441219,5,3673,96052,1
217724,162198,3,3678,147566,0
289066,188488,4,3679,173819,1
1085428,413468,5,3683,167493,1
591021,25164,4,3684,91729,1
615591,296812,5,3685,158057,1
1228911,486641,5,3686,161873,1
2001747320,486641,5,15800,161873,1
2001630657,486641,5,20389,161873,1
321178,48614,4,16216,54959,1
409136,253627,4,3687,83130,1
75973,78171,5,3688,173487,1
197456,222892,5,3691,3387,1
415084,146504,4,3696,153879,1
204735,217398,4,3697,149904,1
177155,413410,4,3700,141122,1
86072,38988,4,3703,170443,1
320137,38988,4,8279,170443,1
740235,192979,3,9072,94920,0
564537,235981,4,3708,98059,1
372791,147704,2,3709,168984,0
328338,147704,5,24986,168984,1
240832,404907,3,3711,177377,0
39404,110280,5,3712,107279,1
141801,228997,5,3713,145550,1
1195537,460173,4,3715,177567,1
331472,494103,1,3716,113578,0
735704,140273,5,3718,168150,1
782050,67318,5,3720,178108,1
832890,199903,5,19768,152480,1
233829,217394,4,3722,176295,1
380644,512753,5,3724,135559,1
210188,130800,0,3725,176123,0
1159188,353709,5,3728,176118,1
109041,27766,5,3729,83353,1
204705,221929,5,3733,172676,1
588654,196902,2,3734,14680,0
737604,196902,4,14748,14680,1
85322,43866,0,8557,120079,0
51109,100597,4,3737,174963,1
282731,118382,5,3738,146616,1
174605,67034,4,3739,154895,1
250812,332195,5,3741,167825,1
206779,359440,5,3743,116561,1
730763,85046,5,3744,177746,1
222696,141649,3,3746,176418,0
242396,196783,3,3748,94306,0
291650,113700,5,3750,156000,1
350048,461975,5,3752,153466,1
33135,37223,5,3755,113913,1
165629,37223,5,16200,113913,1
185507,37223,4,23266,113913,1
303679,167488,5,3757,148076,1
361489,271003,5,3759,177758,1
355282,448138,5,3760,171308,1
470815,152789,5,3766,162839,1
101714,75910,5,3767,151663,1
2352805,329053,4,3768,39220,1
7211484,402773,0,3769,149798,0
835031,464674,4,3771,107849,1
1478685,411891,1,3772,43153,0
1671718,326514,4,3773,54520,1
973186,366073,5,3774,97161,1
314327,425342,3,3775,172580,0
193912,234669,5,3776,157922,1
87567,54561,5,3777,36634,1
85873,19016,5,3778,170096,1
82714,222056,4,3781,87365,1
169850,194891,3,3783,27082,0
444534,233952,5,3784,132239,1
367361,233952,4,10070,132239,1
45911,177815,5,3785,62752,1
189393,231725,4,3786,161069,1
74026,107803,5,14550,106504,1
31635,95839,5,3788,168263,1
324621,192922,3,3789,174970,0
765012,298680,5,3791,67811,1
427474,364626,3,3792,119347,0
233532,203338,5,3793,17419,1
557801,361123,0,3795,177807,0
121852,77480,4,3797,84652,1
198129,266117,5,3802,140410,1
59801,212946,5,3803,101682,1
600932,241391,3,3804,29404,0
156783,333507,4,3805,169457,1
417474,195614,0,3808,174311,0
242484,17448,5,3810,162651,1
240668,130230,4,3812,21364,1
1169153,346438,3,3813,100597,0
708727,145430,5,3814,90715,1
326523,345919,5,3816,170206,1
1699397,213144,4,3820,61551,1
76733,33509,3,3821,168644,0
30228,120266,5,3824,118647,1
436325,393598,5,3825,54108,1
165528,61187,5,3827,169280,1
317986,61187,5,23749,169280,1
295587,389511,4,3829,6864,1
217482,428686,5,3830,170651,1
231495,67975,1,3831,116652,0
345736,255592,4,3832,127370,1
234708,112325,5,3834,157139,1
366396,179241,4,3837,153155,1
1064617,347224,4,3839,53361,1
42177,347224,5,4742,53361,1
325719,347224,5,15244,53361,1
242531,137102,5,3842,1655,1
118191,492524,1,3844,167067,0
578360,443000,5,3845,1664,1
224930,54906,4,3847,127065,1
58636,154655,4,3848,168980,1
201614,202783,5,3849,175880,1
697049,250178,4,3851,160366,1
169357,279312,4,3853,142874,1
360030,140011,3,3854,175130,0
913263,80428,5,3855,144846,1
233627,63437,5,3857,1668,1
117074,85177,5,3858,171005,1
191220,126736,0,3860,163047,0
257358,114939,4,3862,1672,1
33588,411704,5,3863,175493,1
177435,70636,5,3865,176807,1
281306,138074,4,3866,131349,1
360813,201656,4,3868,140037,1
311484,213475,3,3869,65758,0
284964,86335,5,3870,160991,1
68075,86335,5,22361,160991,1
1750039,406082,5,18193,154007,1
445711,242283,5,3871,155874,1
595155,279269,5,3873,161826,1
954139,290184,5,3874,163998,1
817200,420616,4,3875,131829,1
809532,327823,4,3877,124251,1
121886,35641,5,3879,58843,1
1216876,35641,5,23470,58843,1
245001,97305,5,3885,171448,1
43654,36286,5,3891,60924,1
13063,44285,4,3892,173676,1
50778,26279,5,3894,173680,1
173903,4459,5,3895,48487,1
179104,111392,4,3896,166530,1
235198,134292,5,3897,62475,1
129177,329782,5,3898,178039,1
196614,203118,5,3900,82671,1
167408,57073,5,3901,173979,1
315635,194343,5,3902,82823,1
326203,272033,5,3903,65716,1
70544,146368,5,3905,66367,1
294000,155393,4,3909,173428,1
50441,40737,5,3912,137468,1
126003,89605,4,3913,163035,1
178452,191233,5,3917,138140,1
66987,33103,5,3918,160994,1
15712,33103,4,14839,160994,1
934824,367680,5,3919,148332,1
301353,405596,5,3925,50006,1
209028,211295,5,3928,143364,1
648917,173154,5,3930,163486,1
505985,130634,5,3933,111625,1
859513,15161,5,12563,48744,1
51224,287006,0,3935,178198,0
517204,382542,5,3941,3993,1
222970,137478,4,3946,162305,1
41874,23422,4,3951,176676,1
751262,206553,5,9497,6341,1
1014722,206553,0,9498,6341,0
47888,130879,4,3952,164466,1
704152,125725,5,3953,161795,1
1339655,316273,5,3954,172471,1
786880,470833,5,3955,20174,1
494182,455543,5,3958,146487,1
186578,98314,5,3962,103267,1
910147,369352,5,3963,91208,1
1576657,503396,5,3964,90188,1
186273,48149,5,3966,120074,1
2292657,471655,4,3967,118753,1
1371589,451486,5,3970,146722,1
1488517,462825,5,3972,151078,1
523796,461618,4,3974,177512,1
291188,449700,5,3975,162805,1
1734475,454763,5,3980,164122,1
420929,162716,3,3984,165757,0
262546,135261,0,3986,147609,0
68715,19448,5,3987,176513,1
109944,157352,5,3991,163338,1
155912,245450,5,3993,144260,1
81609,92543,5,3995,147623,1
246478,6807,5,3997,102453,1
291306,205677,4,3999,173210,1
453737,205677,5,22607,173210,1
16408,81445,4,4000,40429,1
80937,381973,4,4003,111652,1
462336,239523,5,4005,125058,1
426903,23071,5,4010,164549,1
589777,396740,5,4016,168347,1
1012643,339555,5,4017,166920,1
631739,100516,4,4021,73296,1
1381297,123553,4,4022,164855,1
1802975353,79380,5,4024,10098,1
590703,224595,5,7883,160436,1
141569,110682,5,4025,170467,1
431867,110682,4,17484,170467,1
775513,320421,4,4027,166229,1
815198,138302,3,4029,177680,0
833434,226015,4,4030,174971,1
155091,79721,5,4031,156720,1
118585,113695,4,4033,168994,1
985795,425051,5,4034,116006,1
1747104,340119,5,4035,78150,1
859939,442393,5,4036,159416,1
1175362,148392,5,4039,152765,1
65631,449201,2,4040,171269,0
65955,32621,4,4041,171228,1
38901,223718,4,4042,175478,1
121684,99565,5,4045,172409,1
128950,211031,5,4048,166522,1
166636,77874,4,4050,19741,1
148560,106847,4,12622,105257,1
339280,158791,5,4053,123552,1
674484,218592,5,4055,167816,1
353491,322239,4,4056,137763,1
649173,355006,5,4058,126475,1
595630,399430,0,4059,96548,0
573827,246340,5,14578,130572,1
542891,208905,5,4060,158382,1
397545,325137,5,24979,147841,1
1386745,254841,5,4067,158122,1
684049,324638,3,4071,155634,0
100811,42799,4,4072,148422,1
311926,180368,3,4076,163661,0
167782,46802,5,4077,146242,1
163120,135744,4,5744,141432,1
983811,374814,5,4079,167792,1
2001453193,393264,0,4083,170055,0
217090,79231,4,4085,176218,1
441188,316578,0,4087,176993,0
1185700,339097,5,4088,136216,1
1159440,441744,5,4089,147211,1
516008,136253,4,4091,146715,1
638867,294418,2,4093,128506,0
425697,403799,4,4094,158464,1
499806,540,2,4095,36428,0
249363,540,4,12403,36428,1
229375,133935,5,4097,177464,1
400064,324006,5,4098,109591,1
311260,178369,5,4100,172556,1
167140,301861,5,4102,177112,1
1802377922,301861,0,16431,177112,0
1375199,120960,5,4103,20522,1
261510,176351,5,4106,59917,1
142361,34070,5,4109,174690,1
287420,152168,5,4111,152333,1
29356,427190,5,4112,168988,1
327115,208048,4,4113,154470,1
493276,289458,4,4115,139811,1
20895,13374,0,4116,154153,0
27122,13374,5,23826,154153,1
80087,31317,3,4117,136143,0
6550,95176,3,4119,151148,0
162903,95176,4,10994,151148,1
69752,150436,5,4120,100992,1
2000000087,381075,5,19564,101705,1
242856,29657,5,4125,164188,1
638343,322461,0,4127,127734,0
591302,329273,5,4128,165061,1
447831,106042,5,4134,135216,1
969339,130440,4,4141,102076,1
153862,108518,3,4142,91612,0
40943,104253,3,4143,151353,0
130714,35225,5,4145,132706,1
491970,132315,2,4147,125173,0
977345,325900,5,4148,17607,1
722837,162318,5,4149,60428,1
219278,401816,5,4153,150384,1
454009,197619,3,4155,2128,0
305147,232921,4,4156,174426,1
176167,24010,0,4158,70496,0
1267223,378949,5,4159,129934,1
673461,295324,4,6371,59964,1
585706,76030,3,4160,86028,0
254950,244769,5,4163,138695,1
916394,244769,5,8303,138695,1
40620,174908,1,4164,175585,0
1122161,200570,5,4168,157264,1
125411,126464,5,4169,171154,1
894563,451351,1,4172,118650,0
127180,125524,5,4177,178185,1
214805,250490,5,4179,55442,1
201762,203865,5,4180,158125,1
213699,41488,5,4181,157014,1
96627,381830,5,17530,24908,1
435663,157498,2,4183,40915,0
321227,208440,5,4184,169369,1
105471,207103,4,4185,175031,1
122993,118393,5,4186,164774,1
135872,460519,5,4190,162889,1
341135,8404,5,4191,1799,1
30715,21019,3,4192,26043,0
87559,148959,5,4193,100078,1
585739,148959,5,4787,100078,1
102441,33005,5,4195,55576,1
86503,310672,5,4196,65891,1
139350,7564,5,4197,130711,1
210965,338343,5,4200,172944,1
185442,122858,3,4203,78420,0
186275,174128,5,4206,30103,1
37502,64424,5,4208,98005,1
521863,167082,5,4209,147193,1
529049,140818,4,4211,146708,1
622578,140818,5,9048,146708,1
366193,209925,5,4212,22753,1
599284,56463,4,4215,129323,1
321908,256931,5,4218,94999,1
463126,343031,5,4219,170640,1
232463,327493,5,4223,160728,1
449208,197905,5,4225,148574,1
138051,214543,4,4613,104505,1
1595581,174305,4,4228,56658,1
1257742,150223,4,4229,98188,1
373018,444556,3,4232,156781,0
728297,444556,5,5507,156781,1
432994,444556,0,24205,156781,0
128723,88369,5,4235,166257,1
245017,395820,3,4238,135299,0
351694,43417,4,4244,45810,1
201392,14311,3,13676,158558,0
233280,14311,3,20773,158558,0
416807,229736,4,4245,169023,1
945233,233098,5,4246,115597,1
60866,158141,0,4249,70312,0
49869,7074,4,4250,112935,1
87897,38677,5,4251,165553,1
123521,40665,4,4254,116342,1
68236,50465,4,4255,170172,1
120891,141905,5,4256,134958,1
110905,74417,0,4257,113072,0
28941,164083,5,4258,119269,1
241579,534,5,4260,148287,1
9670,68037,5,4262,121844,1
25467,144177,5,4266,36836,1
317938,205764,5,22183,108362,1
85488,348591,4,4267,173534,1
433922,302932,1,4269,72125,0
231972,95503,2,4271,29389,0
614239,271059,4,4273,172141,1
199879,136171,4,4276,31608,1
680747,173080,3,4279,167852,0
171392,230803,5,4280,82363,1
233495,40346,5,4283,51674,1
103078,40346,5,4511,51674,1
454174,235785,4,4285,98032,1
740470,340964,5,4288,146311,1
188918,362205,0,4291,8964,0
198704,362205,5,11556,8964,1
1275177,285016,4,4293,141231,1
1379021,440495,3,4295,120607,0
66856,20055,5,4296,155920,1
59437,20055,5,23930,155920,1
456108,240070,5,4297,168557,1
2041603,366349,4,4299,169846,1
159552,497736,4,4302,140241,1
340003,239961,5,4303,30550,1
722619,239961,3,11979,30550,0
16667,293654,4,17103,140358,1
238699,18011,5,24851,101182,1
744241,12471,5,10921,24919,1
276629,102177,5,4306,54539,1
609478,144579,5,10575,89525,1
126602,81575,5,4307,104570,1
50649,38606,4,4741,102806,1
35617,80739,3,4309,116605,0
71298,67005,4,4557,142654,1
37072,55381,5,4312,157033,1
591416,214923,0,4314,76563,0
111920,384061,5,4315,136922,1
1346681,384061,5,24274,136922,1
671629,288648,5,4317,139245,1
410166,169993,5,4318,116165,1
327445,67960,3,4319,169554,0
256411,126078,4,4321,164100,1
570689,333163,3,4322,116249,0
692885,489180,3,4323,54405,0
667915,427656,5,4325,109915,1
397519,71779,5,4326,15025,1
734193,283386,1,10696,90440,0
173783,71996,5,4328,162150,1
857184,286012,5,4330,131075,1
1085374,344380,5,4336,88764,1
1745502,459712,5,4337,173898,1
115621,91848,5,4338,120137,1
153878,111698,5,4340,163264,1
168915,111698,5,18257,163264,1
343334,111698,5,21242,163264,1
161652,382582,5,4341,167437,1
1701377,263913,5,4343,16128,1
543953,173684,5,4344,165190,1
724593,284383,5,4346,98222,1
77146,258891,4,4347,177734,1
130606,79143,5,4348,143715,1
259220,408310,5,4350,1861,1
25017,87828,2,4352,105065,0
1346280,397404,5,4354,177669,1
377202,258436,5,4355,9778,1
1219343,346222,5,4356,174691,1
1198491,340215,5,4357,141699,1
547623,340215,5,7681,141699,1
716192,343430,5,4359,135596,1
91366,5094,5,4360,128873,1
155381,431243,5,4363,1869,1
762775,228904,4,4365,77780,1
532179,491017,5,4366,12177,1
327587,245654,5,4370,98072,1
893773,416697,5,4371,135655,1
1517288,247468,5,4372,112698,1
329429,297393,4,4373,158704,1
377499,264683,4,4375,171939,1
292812,47855,4,4376,162718,1
219653,417324,0,4377,172708,0
223822,112680,5,4378,145980,1
1265522,102585,4,4380,156070,1
62494,30550,4,4383,166758,1
736339,396769,4,4384,160882,1
165217,363295,0,4385,142445,0
2001102678,345143,5,4387,164264,1
798642,345143,5,9904,164264,1
45524,34967,5,4389,154297,1
41831,34967,5,24993,154297,1
325816,215487,3,4392,171351,0
689332,419445,5,4393,170964,1
947406,221281,5,4394,134403,1
59413,221281,5,18088,134403,1
46786,1141,3,4395,1914,0
16334,43577,5,4396,133158,1
54424,47628,4,4398,142463,1
78960,24103,5,4399,150682,1
619248,263035,3,4405,68961,0
138435,300374,5,4406,148556,1
777092,267987,5,4407,96290,1
170972,114901,5,4408,170041,1
137481,30218,4,4409,159154,1
823879,181091,5,4410,103793,1
327938,236086,5,4413,142919,1
614471,377918,5,4414,129750,1
57212,59591,5,4418,142076,1
76503,128939,5,4422,142238,1
186277,84900,5,4425,86579,1
205607,20764,4,4426,61206,1
502207,158251,5,4427,76584,1
298061,158251,5,21363,76584,1
120132,53080,4,4428,96658,1
426229,295369,5,4431,130201,1
302689,233102,4,4435,170099,1
839166,4306,5,4436,43739,1
68784,4306,4,19596,43739,1
387912,22500,5,4439,152041,1
691867,345404,0,4441,162638,0
1043990,339362,4,4442,117225,1
552274,348251,5,4443,119690,1
198095,138235,5,4445,103024,1
368257,272592,5,4446,43545,1
920589,330961,4,4449,52979,1
172410,50283,4,4452,130615,1
1021308,73384,2,4453,122359,0
443633,186443,5,4454,127085,1
92625,186443,5,5854,127085,1
41920,64892,5,4456,162242,1
1443020,459313,3,4457,21434,0
52381,45325,5,4460,72885,1
72671,9727,4,4461,154892,1
92264,1465,5,4462,96553,1
271221,1465,5,8459,96553,1
27142,221981,5,7190,152877,1
202555,177168,4,4464,171170,1
267867,202871,0,10109,155057,0
439472,55119,4,4467,165897,1
91867,89053,4,4468,177098,1
227454,50032,5,4470,157720,1
2001436530,77089,5,4473,97996,1
447487,231797,3,4474,175202,0
5946,72985,4,4475,116873,1
1441866,6729,5,4476,32863,1
498829,6729,5,10060,32863,1
129364,6729,5,20164,32863,1
863529,287774,3,4477,22855,0
650367,237403,0,4478,134085,0
340438,242591,5,4480,166195,1
946273,348421,4,4482,156471,1
345234,151131,4,4483,174375,1
109235,90692,1,4485,26774,0
95098,315737,5,4486,95932,1
97073,251084,5,4487,137167,1
124161,393703,5,4488,160284,1
1250220,385254,5,4489,74500,1
1041521,363036,5,4493,87374,1
1636470,81135,5,4494,171587,1
716959,265448,2,4495,177888,0
2206637,165181,5,4496,153247,1
343340,309668,5,21168,109547,1
844265,309668,5,22690,109547,1
283012,269164,0,4500,150879,0
203015,97386,5,4501,159142,1
403281,172556,5,4502,34083,1
35848,18303,5,4504,176253,1
57787,18815,4,4505,157496,1
209743,113864,4,4507,154373,1
155641,133364,5,4509,111806,1
99872,15931,4,4510,148560,1
188837,141870,5,4512,86414,1
115853,105749,5,4513,173141,1
230557,57394,5,4514,156259,1
274666,456135,5,4515,148417,1
998226,372553,5,4516,11157,1
141284,211799,5,4517,158869,1
571307,211799,5,12889,158869,1
220195,417122,5,4519,173289,1
1316085,432300,5,4520,83361,1
1631111,248609,4,4521,152609,1
146629,78879,5,4522,38450,1
887970,427126,5,4523,1956,1
292000,36389,5,4528,122498,1
2008910,36389,5,20742,122498,1
255549,420367,5,4530,148182,1
46104,179790,5,4531,176142,1
317719,16129,5,4532,160503,1
166185,33342,5,4534,131246,1
637016,280333,5,4536,1978,1
324360,206996,5,4538,108010,1
230579,345474,5,4539,178181,1
1080477,343924,5,4540,150106,1
212145,155327,5,4542,122036,1
1151674,391648,3,4543,126842,0
114965,98272,4,4544,177211,1
162954,113734,5,4545,160664,1
30914,75050,4,4546,146015,1
1597704,412384,1,4547,149801,0
60031,32649,2,4549,163659,0
253261,53084,5,4550,149047,1
280166,291105,5,4552,174975,1
512834,383008,5,4554,126595,1
128297,58476,5,4555,10458,1
309778,331081,5,4559,94851,1
147175,7778,4,4560,142095,1
607367,76360,4,4562,112624,1
1387849,352649,5,4564,87722,1
237008,197557,2,4566,164783,0
1520721,179225,4,4568,177674,1
651609,34932,3,4570,61640,0
253113,190919,5,11715,160812,1
169122,220706,5,4574,144133,1
503743,313667,5,4579,95647,1
593424,150757,5,4580,92068,1
851191,37684,5,4581,167068,1
1109280,417751,5,4587,174749,1
855621,255657,4,4588,43547,1
1701315,277010,4,4589,168401,1
395981,474940,5,4590,175686,1
1579905,218992,5,4591,101265,1
300807,332486,5,4592,62520,1
28373,52826,5,4594,165168,1
41531,21735,5,4595,121164,1
107554,17029,5,4596,166180,1
1177928,17029,4,11330,166180,1
238268,213265,5,4598,161452,1
88879,213265,5,15972,161452,1
263186,97702,4,12132,104240,1
59087,50038,5,4602,126440,1
30954,54018,4,4603,170680,1
92486,60804,2,4604,57295,0
179757,354655,4,4610,174700,1
164913,115469,4,4611,176756,1
266288,209474,4,4612,145068,1
215643,96818,5,4615,168872,1
935901,145769,0,4616,2046,0
1688542,438979,0,4617,115101,0
26268,19906,5,4618,149990,1
280128,76703,5,4619,87036,1
48902,50637,4,4620,139487,1
237938,141446,2,4622,122354,0
205730,295030,4,4623,147411,1
300082,73865,5,4624,149450,1
393888,287031,0,4625,155758,0
116371,166782,5,4626,165726,1
573173,182624,5,4627,150593,1
280576,115146,5,4629,104530,1
1120307,115146,5,5707,104530,1
320409,378565,5,4630,68374,1
215829,57501,5,4631,174021,1
570500,57501,5,4800,174021,1
192974,278875,4,4632,170733,1
126318,34417,5,4634,81444,1
266905,24401,5,4638,127819,1
1023590,24401,5,19528,127819,1
843880,384497,5,4644,160656,1
331880,230628,5,4645,29537,1
1635242,429242,5,12164,137182,1
116970,22416,4,4649,70158,1
96050,437088,5,4651,51091,1
35251,169832,5,4655,176764,1
274866,168231,4,4657,172291,1
524219,50110,5,4661,28143,1
625885,284635,2,4662,142569,0
1220686,351786,5,4663,131159,1
1452748,390036,5,4664,148214,1
195879,323240,5,4665,138074,1
320950,323240,5,22301,138074,1
126263,21055,5,4667,176591,1
8526,83504,5,4671,162144,1
464784,83504,3,15322,162144,0
674979,258544,1,9658,156445,0
228297,154349,5,4672,178035,1
414923,209451,4,4673,135489,1
397836,156313,3,4675,58962,0
807697,129347,5,4676,144773,1
40231,129347,5,8920,144773,1
14059,7915,4,4677,143475,1
163441,286087,4,4678,119798,1
1455684,162897,5,4679,110848,1
47151,44941,4,5060,107509,1
189287,78116,4,4683,72678,1
95217,85547,5,4685,166291,1
325134,85547,5,17352,166291,1
112412,74880,1,4687,35019,0
625182,5197,5,4688,135214,1
159009,55025,1,4690,86054,0
146779,51581,5,24070,69785,1
1323436,157099,5,24776,130836,1
100149,158597,5,4694,158736,1
115708,59524,4,4695,30858,1
95263,52571,5,4696,130045,1
163009,291228,5,4697,138025,1
333545,85208,4,4700,117431,1
212801,191288,4,4701,164425,1
50579,121497,4,4703,88130,1
2074896,121497,5,22518,88130,1
133933,15717,5,4704,169663,1
576475,225013,5,4705,141849,1
456655,224019,4,4706,162861,1
851190,227902,5,4707,115468,1
535386,154809,5,4710,116647,1
1497120,470516,4,4714,114637,1
102859,51952,5,4716,151862,1
29177,8944,5,4717,74392,1
247405,23850,5,4718,144418,1
141277,26995,5,4720,133511,1
18745,79711,5,4721,165117,1
547750,277012,4,4722,169844,1
895056,310743,5,4725,63974,1
1164405,310743,5,19100,63974,1
416985,185128,4,4726,176301,1
52268,58493,5,4729,95838,1
811728,7662,5,7069,140529,1
51292,31946,4,4732,164808,1
135125,40961,3,4738,159821,0
49652,47500,5,4739,134695,1
138686,274388,4,4743,169635,1
859548,82065,0,24425,80308,0
76001,68516,5,4745,125248,1
230115,161169,5,4750,122332,1
163083,287293,4,4752,138899,1
153866,160232,5,4753,72233,1
159084,274197,4,4755,136177,1
140655,35860,5,4756,63238,1
31261,28842,5,4757,144538,1
97411,74969,5,10011,166325,1
111764,74969,5,24918,166325,1
9579,78092,4,4759,176883,1
279506,1184,3,4763,58211,0
108892,127834,5,4766,25720,1
249374,131107,3,4767,168468,0
354934,128133,5,4772,80775,1
9717,160077,5,4773,173323,1
169130,108301,5,4774,147756,1
39311,202367,5,4776,155023,1
38574,149235,4,4779,164736,1
478705,311126,4,4781,79057,1
145130,292633,5,4783,40921,1
566005,111265,5,4784,117432,1
343160,78657,5,4788,140568,1
64387,78657,4,24299,140568,1
251323,115947,5,4789,101376,1
528405,240717,2,4792,130822,0
140787,251940,5,4795,177811,1
107231,76656,2,4796,60726,0
744179,401987,5,4797,123708,1
125245,24995,5,4802,175755,1
969481,180310,4,4803,167672,1
908175,381088,5,4804,152162,1
114882,246588,4,4805,89814,1
391048,77778,5,4806,176972,1
